id,sku,name_en,name_ar,category,price,stock_quantity,description_en,description_ar,image_url,barcode,expiry_date,is_active
2202,MED-02202,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,85,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622837380694.0,2027-01-09,1.0
2203,COS-02203,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,191,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622319974089.0,2027-01-01,1.0
2204,SUP-02204,Centrum Men,سنتروم رجال,Supplements,420.0,78,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622833504944.0,2027-07-28,1.0
2205,MED-02205,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,122,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,62284419295.0,2026-01-30,1.0
2206,MED-02206,Panadol Extra,بانادول إكسترا,Medicine,45.0,167,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622703926262.0,2027-03-10,1.0
2207,MED-02207,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,149,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,62233733613.0,2026-12-21,1.0
2208,COS-02208,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,98,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622497679417.0,2026-01-17,1.0
2209,SUP-02209,Centrum Men,سنتروم رجال,Supplements,420.0,138,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622265551674.0,2027-07-24,1.0
2210,MED-02210,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,36,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622321204383.0,2027-06-09,1.0
2211,MED-02211,Panadol Extra,بانادول إكسترا,Medicine,45.0,17,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,62279905364.0,2026-07-17,1.0
2212,MED-02212,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,103,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622566971931.0,2027-10-12,1.0
2213,COS-02213,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,144,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622680094587.0,2027-08-02,1.0
2214,SUP-02214,Centrum Men,سنتروم رجال,Supplements,420.0,117,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622659293996.0,2026-04-25,1.0
2215,MED-02215,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,2,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622507273281.0,2025-12-20,1.0
2216,MED-02216,Panadol Extra,بانادول إكسترا,Medicine,45.0,152,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622138831009.0,2027-03-10,1.0
2217,MED-02217,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,191,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622441448705.0,2027-01-18,1.0
2218,COS-02218,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,26,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622778144889.0,2027-05-29,1.0
2219,SUP-02219,Centrum Men,سنتروم رجال,Supplements,420.0,10,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622613078871.0,2027-06-26,1.0
2220,MED-02220,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,102,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622541951152.0,2027-10-01,1.0
2221,MED-02221,Panadol Extra,بانادول إكسترا,Medicine,45.0,12,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622546683599.0,2026-04-19,1.0
2222,MED-02222,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,192,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622317477771.0,2026-02-28,1.0
2223,COS-02223,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,177,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622291269093.0,2026-04-02,1.0
2224,SUP-02224,Centrum Men,سنتروم رجال,Supplements,420.0,89,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622682253593.0,2027-04-11,1.0
2225,MED-02225,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,95,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622919745460.0,2026-06-27,1.0
2226,MED-02226,Panadol Extra,بانادول إكسترا,Medicine,45.0,155,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622210548847.0,2027-09-01,1.0
2227,MED-02227,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,113,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622786655871.0,2026-07-30,1.0
2228,COS-02228,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,111,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622602220809.0,2026-04-10,1.0
2229,SUP-02229,Centrum Men,سنتروم رجال,Supplements,420.0,189,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622558581268.0,2026-03-03,1.0
2230,MED-02230,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,115,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622771955545.0,2026-07-08,1.0
2231,MED-02231,Panadol Extra,بانادول إكسترا,Medicine,45.0,93,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622638641422.0,2027-03-01,1.0
2232,MED-02232,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,6,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622276957026.0,2027-01-17,1.0
2233,COS-02233,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,52,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622929446367.0,2027-10-27,1.0
2234,SUP-02234,Centrum Men,سنتروم رجال,Supplements,420.0,56,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622884053869.0,2026-01-30,1.0
2235,MED-02235,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,66,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622705428239.0,2026-07-13,1.0
2236,MED-02236,Panadol Extra,بانادول إكسترا,Medicine,45.0,149,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622811542884.0,2026-10-23,1.0
2237,MED-02237,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,170,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622729732880.0,2026-05-03,1.0
2238,COS-02238,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,104,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,62290793688.0,2027-11-06,1.0
2239,SUP-02239,Centrum Men,سنتروم رجال,Supplements,420.0,145,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622233522353.0,2027-07-09,1.0
2240,MED-02240,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,116,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622580249407.0,2025-12-07,1.0
2241,MED-02241,Panadol Extra,بانادول إكسترا,Medicine,45.0,82,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622882482952.0,2026-01-28,1.0
2242,MED-02242,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,12,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622437357593.0,2026-05-04,1.0
2243,COS-02243,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,197,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622447984661.0,2026-03-17,1.0
2244,SUP-02244,Centrum Men,سنتروم رجال,Supplements,420.0,140,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622863234905.0,2027-05-28,1.0
2245,MED-02245,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,72,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622921438629.0,2026-02-16,1.0
2246,MED-02246,Panadol Extra,بانادول إكسترا,Medicine,45.0,191,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,62286800693.0,2026-04-05,1.0
2247,MED-02247,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,185,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622498158423.0,2026-11-12,1.0
2248,COS-02248,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,95,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622454229407.0,2026-01-11,1.0
2249,SUP-02249,Centrum Men,سنتروم رجال,Supplements,420.0,93,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622181176934.0,2027-05-08,1.0
2250,MED-02250,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,48,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622162836394.0,2027-02-27,1.0
2251,MED-02251,Panadol Extra,بانادول إكسترا,Medicine,45.0,16,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622730287200.0,2027-05-30,1.0
2252,MED-02252,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,47,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622328304012.0,2025-12-16,1.0
2253,COS-02253,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,26,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622316340503.0,2026-10-08,1.0
2254,SUP-02254,Centrum Men,سنتروم رجال,Supplements,420.0,72,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622697971537.0,2026-12-26,1.0
2255,MED-02255,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,146,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622629598807.0,2027-10-22,1.0
2256,MED-02256,Panadol Extra,بانادول إكسترا,Medicine,45.0,65,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622686589484.0,2026-02-23,1.0
2257,MED-02257,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,88,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622577012271.0,2027-01-15,1.0
2258,COS-02258,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,82,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622450948541.0,2027-04-15,1.0
2259,SUP-02259,Centrum Men,سنتروم رجال,Supplements,420.0,67,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622794570348.0,2026-06-04,1.0
2260,MED-02260,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,72,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622192534584.0,2027-10-22,1.0
2261,MED-02261,Panadol Extra,بانادول إكسترا,Medicine,45.0,91,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622363443000.0,2026-05-08,1.0
2262,MED-02262,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,16,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622187666788.0,2027-11-08,1.0
2263,COS-02263,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,96,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622237980215.0,2027-03-27,1.0
2264,SUP-02264,Centrum Men,سنتروم رجال,Supplements,420.0,134,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622229781179.0,2026-06-24,1.0
2265,MED-02265,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,155,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622913669275.0,2026-05-04,1.0
2266,MED-02266,Panadol Extra,بانادول إكسترا,Medicine,45.0,38,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622993609781.0,2025-12-29,1.0
2267,MED-02267,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,62,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622951237284.0,2026-03-25,1.0
2268,COS-02268,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,178,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622386840662.0,2027-05-17,1.0
2269,SUP-02269,Centrum Men,سنتروم رجال,Supplements,420.0,88,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622163985479.0,2027-06-11,1.0
2270,MED-02270,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,74,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622633261708.0,2027-01-06,1.0
2271,MED-02271,Panadol Extra,بانادول إكسترا,Medicine,45.0,99,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622620248250.0,2027-01-15,1.0
2272,MED-02272,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,183,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622650923951.0,2027-07-11,1.0
2273,COS-02273,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,97,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622428988665.0,2027-07-10,1.0
2274,SUP-02274,Centrum Men,سنتروم رجال,Supplements,420.0,59,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622779007240.0,2027-02-09,1.0
2275,MED-02275,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,22,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622405786264.0,2025-12-24,1.0
2276,MED-02276,Panadol Extra,بانادول إكسترا,Medicine,45.0,33,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622438183345.0,2027-11-19,1.0
2277,MED-02277,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,99,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622421018352.0,2027-09-10,1.0
2278,COS-02278,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,34,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622398574790.0,2027-10-27,1.0
2279,SUP-02279,Centrum Men,سنتروم رجال,Supplements,420.0,131,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,62242106787.0,2027-06-06,1.0
2280,MED-02280,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,106,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622658084499.0,2027-10-21,1.0
2281,MED-02281,Panadol Extra,بانادول إكسترا,Medicine,45.0,178,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622587621990.0,2027-02-05,1.0
2282,MED-02282,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,170,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622226382312.0,2027-07-17,1.0
2283,COS-02283,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,173,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622191963819.0,2026-10-22,1.0
2284,SUP-02284,Centrum Men,سنتروم رجال,Supplements,420.0,159,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622495280236.0,2025-12-27,1.0
2285,MED-02285,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,176,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622147639248.0,2026-07-14,1.0
2286,MED-02286,Panadol Extra,بانادول إكسترا,Medicine,45.0,86,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622448595798.0,2027-01-19,1.0
2287,MED-02287,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,35,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622148817685.0,2026-07-13,1.0
2288,COS-02288,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,98,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622250722102.0,2027-01-20,1.0
2289,SUP-02289,Centrum Men,سنتروم رجال,Supplements,420.0,37,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622774522481.0,2027-09-10,1.0
2290,MED-02290,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,24,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622154119475.0,2026-02-03,1.0
2291,MED-02291,Panadol Extra,بانادول إكسترا,Medicine,45.0,28,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622867458926.0,2027-06-22,1.0
2292,MED-02292,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,19,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,62290007635.0,2027-08-06,1.0
2293,COS-02293,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,120,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622332083116.0,2027-05-07,1.0
2294,SUP-02294,Centrum Men,سنتروم رجال,Supplements,420.0,183,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622325858237.0,2027-04-11,1.0
2295,MED-02295,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,41,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622462984913.0,2026-09-27,1.0
2296,MED-02296,Panadol Extra,بانادول إكسترا,Medicine,45.0,176,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622918969559.0,2027-04-14,1.0
2297,MED-02297,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,11,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622715627198.0,2026-09-22,1.0
2298,COS-02298,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,175,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622993027145.0,2027-11-11,1.0
2299,SUP-02299,Centrum Men,سنتروم رجال,Supplements,420.0,147,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622870236947.0,2026-07-04,1.0
2300,MED-02300,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,154,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622539998412.0,2027-01-07,1.0
2301,MED-02301,Panadol Extra,بانادول إكسترا,Medicine,45.0,138,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622779129850.0,2026-12-01,1.0
2302,MED-02302,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,131,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622400910652.0,2026-08-05,1.0
2303,COS-02303,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,16,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622687331423.0,2027-10-27,1.0
2304,SUP-02304,Centrum Men,سنتروم رجال,Supplements,420.0,54,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622767817075.0,2026-12-12,1.0
2305,MED-02305,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,29,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622500746504.0,2026-01-28,1.0
2306,MED-02306,Panadol Extra,بانادول إكسترا,Medicine,45.0,149,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622563729670.0,2027-03-10,1.0
2307,MED-02307,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,57,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622222691516.0,2025-12-19,1.0
2308,COS-02308,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,70,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622361728353.0,2027-02-14,1.0
2309,SUP-02309,Centrum Men,سنتروم رجال,Supplements,420.0,112,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622784507137.0,2026-07-21,1.0
2310,MED-02310,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,122,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622113804081.0,2026-02-08,1.0
2311,MED-02311,Panadol Extra,بانادول إكسترا,Medicine,45.0,72,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622234940943.0,2026-04-17,1.0
2312,MED-02312,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,0,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622355333973.0,2026-01-04,1.0
2313,COS-02313,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,72,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622703537691.0,2026-08-21,1.0
2314,SUP-02314,Centrum Men,سنتروم رجال,Supplements,420.0,127,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622392949294.0,2026-06-09,1.0
2315,MED-02315,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,194,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622361252175.0,2027-07-12,1.0
2316,MED-02316,Panadol Extra,بانادول إكسترا,Medicine,45.0,55,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622271987298.0,2027-02-05,1.0
2317,MED-02317,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,96,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622452777453.0,2026-04-07,1.0
2318,COS-02318,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,127,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622939617560.0,2026-04-29,1.0
2319,SUP-02319,Centrum Men,سنتروم رجال,Supplements,420.0,48,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622710953800.0,2026-10-08,1.0
2320,MED-02320,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,185,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622348582120.0,2027-09-27,1.0
2321,MED-02321,Panadol Extra,بانادول إكسترا,Medicine,45.0,162,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622175280101.0,2026-11-26,1.0
2322,MED-02322,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,135,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622634411520.0,2026-10-25,1.0
2323,COS-02323,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,24,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622686487647.0,2026-10-04,1.0
2324,SUP-02324,Centrum Men,سنتروم رجال,Supplements,420.0,138,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622602826746.0,2026-04-26,1.0
2325,MED-02325,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,119,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622458948118.0,2027-07-03,1.0
